;organization;IPC1_US;IPC2_US;IPC3_US;organization_cleaned;pot_parent;pot_parent_country;IPC1;IPC2;IPC3;pot_parent_cleaned;name_diff_lv;name_diff_osa;name_diff_dl;name_diff_cosine;name_diff_jw;name_diff_jac;match
10595;tanisys;G11C;G06F;G01R;tanisys;taisei;JP;C04B;E21D;F24F;taisei;3;3;3;0,292893219;0,253968254;0,428571429;0
12295;witco chemical;C08G;C10M;C08K;witco;wistron;TW;G06F;H05K;H04N;wistron;3;3;3;0,323876596;0,20952381;0,5;0
2378;capstan  systems;A01C;A01M;A01B;capstan;cassina spa;IT;A47C;NA;NA;cassina;4;3;3;0,195969748;0,257142857;0,428571429;0
2044;boston medical;A61B;G06F;A61F;boston;boots healthcare;GB;A61J;A61K;G01F;boots;3;3;3;0,064585653;0,122222222;0,2;0
6887;med;A61L;A61B;C02F;med;metro systems;GR;NA;B65G;NA;metro;3;3;3;0,483602221;0,311111111;0,666666667;0
3914;gates;F16H;F16L;F16G;gates;gamesys;GB;G07F;A63F;G06F;gamesys;3;3;3;0,254644008;0,20952381;0,428571429;0
9793;shaw;A47G;B32B;D06N;shaw;sharp;JP;C09K;H01L;G06F;sharp;2;2;2;0,329179607;0,216666667;0,5;0
8121;panacea pharmaceuticals;A61K;C07K;A01N;panacea;pantech;KR;G06F;H04W;H04B;pantech;4;3;3;0,266200614;0,257142857;0,285714286;0
10874;mobile tech;G08B;G06F;H04W;tech;technip;FR;C10G;C01F;E21B;technip;3;3;3;0,244071054;0,142857143;0,428571429;0
8710;rise;G06F;H03K;B41J;rise;ritek;TW;G11B;G11C;C09B;ritek;2;2;2;0,329179607;0,216666667;0,5;0
8110;oxigene;A61K;C07C;C07D;oxigene;oxitec;GB;A01K;C12N;C12Q;oxitec;3;3;3;0,319586183;0,253968254;0,5;0
6595;mederi therapeutics;A61B;A61F;NA;mederi;metro systems;IE;NA;B65G;NA;metro;3;3;3;0,367544468;0,3;0,571428571;0
7422;nattel;G07F;H04M;G08B;nattel;naver;KR;G06F;H04L;G06T;naver;3;3;3;0,525658351;0,3;0,571428571;0
12155;voest alpine;B22D;C21C;B21B;voest alpine;voest alpine;AT;B22D;C21C;E21C;voest alpine;0;0;0;0;0;0;1
8507;reald;G02B;H04N;G03B;reald;recaro;DE;B60N;D04B;A47C;recaro;3;3;3;0,367544468;0,3;0,571428571;0
3731;ess;H04N;H01L;H03M;ess;eskom;ZA;G05B;G21C;G01N;eskom;3;3;3;0,4;0,311111111;0,6;0
5585;maxon;F23D;B60P;F16K;maxon;maeda;JP;B62M;B62L;G01M;maeda;3;3;3;0,492907447;0,4;0,714285714;0
12322;yakima;B60R;A44B;B60P;yakima;yamaha motor;JP;F02B;F01L;B62K;yamaha;3;3;3;0,183503419;0,222222222;0,5;0
2923;cri;B01J;C10G;F16L;cri;criteo;FR;G06Q;H04L;A61K;criteo;3;3;3;0,292893219;0,166666667;0,5;0
12304;xircom;G06F;H05K;H01R;xircom;xiaomi;CN;G06F;H04L;H04W;xiaomi;3;3;3;0,278312164;0,222222222;0,428571429;0
411;alcon laboratories;A61K;C07D;A61F;alcon;also holding;CH;G06Q;NA;NA;also;2;2;2;0,329179607;0,216666667;0,5;0
12113;vicor;H04L;A61B;H02M;vicor;vinci;FR;G01N;G01H;G01V;vinci;3;3;3;0,323876596;0,266666667;0,5;0
1452;bakery;B65G;B25J;B65B;bakery;bae systems;GB;NA;G02B;H01Q;bae;3;3;3;0,292893219;0,166666667;0,5;0
10163;smule;G10H;G10L;G11B;smule;smart communications;NA;NA;NA;NA;smart;3;3;3;0,6;0,4;0,75;0
3736;est;G01M;F16L;A63B;est;eskom;ZA;G05B;G21C;G01N;eskom;3;3;3;0,483602221;0,311111111;0,666666667;0
9289;sandisk;G11C;G06F;H01L;sandisk;santos;AU;E21B;NA;NA;santos;3;3;3;0,292893219;0,253968254;0,625;0
448;alamo;A01D;E01H;B60P;alamo;alstom;FR;H01H;F01D;H01L;alstom;3;3;3;0,22848325;0,261111111;0,333333333;0
352;allied chemical;C07C;C01B;C08G;allied;allot communications;NA;NA;NA;NA;allot;3;3;3;0,331846895;0,3;0,714285714;0
2199;capro;F16C;B60N;F16L;capro;canal;FR;G06F;H04N;H04L;canal;3;3;3;0,492907447;0,4;0,714285714;0
1522;baidu;B60W;G06F;G05D;baidu;balay;ES;H05B;D06F;F24C;balay;3;3;3;0,492907447;0,4;0,714285714;0
5439;lincoln manufacturing;A47J;A21B;A21C;lincoln;lion;MY;A61K;C11D;A61Q;lion;3;3;3;0,095465966;0,226190476;0,2;0
3081;dale medical;A61M;A61F;H04L;dale;daiso;JP;C07D;C07C;C12P;daiso;3;3;3;0,552786405;0,366666667;0,714285714;0
2037;bone care;A61K;A23K;C07J;bone;boots healthcare;GB;A61J;A61K;G01F;boots;3;3;3;0,43305329;0,366666667;0,666666667;0
1518;bach pharma;A61K;A01N;C07D;bach;balay;ES;H05B;D06F;F24C;balay;3;3;3;0,43305329;0,366666667;0,666666667;0
8701;ricon;A61G;B60P;B66B;ricon;ritek;TW;G11B;G11C;C09B;ritek;3;3;3;0,6;0,4;0,75;0
8325;radius;G09G;B29C;A63B;radius;radcom;IL;H04L;NA;NA;radcom;3;3;3;0,5;0,333333333;0,666666667;0
10219;solexel;H01L;C25D;C25F;solexel;sodexo;FR;H04L;NA;NA;sodexo;3;3;3;0,360397851;0,253968254;0,333333333;0
11591;tower;E04H;G01L;B65H;tower;toto;JP;E03D;H01M;A47K;toto;3;3;3;0,367544468;0,366666667;0,6;0
8274;prolx pharmaceuticals;A61K;C07D;G01N;prolx;praj;IN;C12P;B01D;C07C;praj;3;3;3;0,552786405;0,366666667;0,714285714;0
1056;armco;E21B;C21D;B22D;armco;arcor;DE;B29C;NA;NA;arcor;2;2;2;0,154845745;0,133333333;0,2;0
4552;invox;G11C;G06F;NA;invox;innogy;GB;F01L;F02B;F28F;innogy;3;3;3;0,367544468;0,3;0,571428571;0
6497;menlo care;A61M;A61L;A61F;menlo;metro systems;DE;NA;B65G;NA;metro;2;2;2;0,4;0,266666667;0,571428571;0
5841;mass;G01M;G01N;NA;mass;mando;KR;B60T;B62D;F16F;mando;3;3;3;0,634851628;0,366666667;0,666666667;0
7748;nibco;F16L;F16K;B29C;nibco;nikon;JP;G03F;G02B;G03B;nikon;3;3;3;0,323876596;0,266666667;0,5;0
9647;seurat;B22F;B33Y;NA;seurat;sega;JP;A63F;G06T;G07F;sega;3;3;3;0,387627564;0,25;0,571428571;0
3103;dawn equipment;A01B;A01C;A01D;dawn;daiso;JP;C07D;C07C;C12P;daiso;3;3;3;0,552786405;0,366666667;0,714285714;0
462;alm holding;C11D;E01C;C08L;alm;alstom;FR;H01H;F01D;H01L;alstom;3;3;3;0,292893219;0,333333333;0,5;0
5539;lord;F16F;B64C;C09J;lord;loreal;FR;A61K;A61Q;NA;loreal;3;3;3;0,292893219;0,25;0,5;0
11337;tiw;E21B;F16K;NA;tiw;tine;NO;A23C;C12Q;B01D;tine;2;2;2;0,422649731;0,277777778;0,6;0
2801;corpak;A61J;A61M;A61F;corpak;coral;GB;G11B;NA;NA;coral;2;2;2;0,269703257;0,177777778;0,428571429;0
2039;bops;G06F;G06T;NA;bops;boots healthcare;GB;A61J;A61K;G01F;boots;2;2;2;0,244071054;0,216666667;0,4;0
2183;calmar;B05B;B65D;B67D;calmar;canal;FR;G06F;H04N;H04L;canal;3;3;3;0,198216274;0,261111111;0,5;0
2277;cannon;B01D;H02J;F23J;cannon;capcom;JP;A63F;G06T;A63B;capcom;3;3;3;0,59175171;0,333333333;0,5;0
5281;lisle;B25B;B25H;F16N;lisle;lion;AU;A61K;C11D;A61Q;lion;3;3;3;0,43305329;0,366666667;0,666666667;0
4662;intraco;B65G;A01K;A01C;intraco;intralot;GR;A63F;G07F;G06Q;intralot;2;2;2;0,163339973;0,130952381;0,25;0
7449;neonc;A61K;C07D;C07C;neonc;nec;JP;G06F;H01L;H04L;nec;2;2;2;0,127128439;0,311111111;0,25;0
10235;solo energy;F02C;F01K;F23G;solo;sogo;JP;E04B;NA;NA;sogo;1;1;1;0,166666667;0,166666667;0,5;0
7550;nexus medical;A61M;NA;NA;nexus;neste;FI;C12M;C07C;C08G;neste;3;3;3;0,323876596;0,4;0,5;0
690;ample medical;A61F;A61B;NA;ample;ambev;BR;F25D;NA;NA;ambev;3;3;3;0,4;0,266666667;0,571428571;0
7023;microsemi;H01L;H05B;H02M;microsemi;microtek;TW;H04N;B60Q;G03B;microtek;3;3;3;0,215535459;0,194444444;0,333333333;0
2308;carling;H01H;G05B;G06F;carling;cargill;CA;A23G;A01K;A23L;cargill;3;3;3;0,118082896;0,257142857;0,142857143;0
11790;uniax;H01L;B29C;H01B;uniax;uniden;JP;H04M;H04B;H01P;uniden;3;3;3;0,367544468;0,3;0,571428571;0
1437;bastion;E21B;C06D;F02K;bastion;babylon;IL;G06F;NA;NA;babylon;3;3;3;0,370059212;0,285714286;0,555555556;0
6206;mesa laboratories;A61L;C12M;F16L;mesa;meizu;CN;H04W;G06F;H02J;meizu;3;3;3;0,552786405;0,366666667;0,714285714;0
2740;concat;G01R;A61Q;A61K;concat;convatec;GB;A61L;A61F;D04H;convatec;3;3;3;0,105572809;0,180555556;0,285714286;0
3477;edda;A61B;G06T;G06F;edda;edding;DE;B43K;A47B;A45D;edding;3;3;3;0,278312164;0,25;0,666666667;0
